0,0,0,0,0.090059,0.119381
0.050042,0.003665,0,-0.003665,0.105329,0.137959
0.100083,0.007923,-1.6e-05,-0.007744,0.114628,0.149746
0.150125,0.012549,-5.1e-05,-0.012134,0.120243,0.157249
0.200167,0.017405,-0.00011,-0.016759,0.123589,0.16204
0.250209,0.022403,-0.000194,-0.021566,0.125544,0.165107
0.30025,0.027488,-0.000304,-0.026511,0.126648,0.167074
0.350292,0.032626,-0.00044,-0.031564,0.127233,0.168334
0.400334,0.037796,-0.000603,-0.036702,0.127501,0.169136
0.450375,0.042984,-0.000794,-0.041906,0.127576,0.169641
0.500417,0.04818,-0.001012,-0.047164,0.127531,0.169949
0.550459,0.053381,-0.001257,-0.052467,0.127412,0.170125
0.6005,0.05858,-0.00153,-0.057806,0.127244,0.170213
0.650542,0.063777,-0.001831,-0.063177,0.127043,0.170239
0.700584,0.068969,-0.002159,-0.068576,0.126817,0.170221
0.750626,0.074155,-0.002516,-0.074002,0.126572,0.170172
0.800667,0.079334,-0.0029,-0.079452,0.126309,0.1701
0.850709,0.084505,-0.003311,-0.084926,0.126029,0.170009
0.900751,0.089667,-0.003751,-0.090423,0.125734,0.169904
0.950792,0.094819,-0.004218,-0.095945,0.125423,0.169786
1.000834,0.099962,-0.004713,-0.10149,0.125096,0.169659
1.050876,0.105093,-0.005235,-0.10706,0.124753,0.169523
1.100917,0.110214,-0.005786,-0.112657,0.124393,0.169379
1.150959,0.115322,-0.006364,-0.11828,0.124017,0.169229
1.201001,0.120418,-0.006969,-0.123931,0.123625,0.169071
1.251043,0.125501,-0.007602,-0.129612,0.123215,0.168908
1.301084,0.13057,-0.008263,-0.135324,0.122789,0.168739
1.351126,0.135625,-0.008951,-0.141068,0.122345,0.168565
1.401168,0.140666,-0.009667,-0.146845,0.121884,0.168386
1.451209,0.145691,-0.01041,-0.152658,0.121407,0.168202
1.501251,0.1507,-0.011181,-0.158507,0.120912,0.168014
1.551293,0.155693,-0.011979,-0.164395,0.1204,0.167822
1.601334,0.160669,-0.012805,-0.170323,0.119871,0.167626
1.651376,0.165627,-0.013657,-0.176292,0.119325,0.167425
1.701418,0.170567,-0.014538,-0.182305,0.118762,0.167222
1.75146,0.175489,-0.015445,-0.188362,0.118181,0.167015
1.801501,0.180392,-0.016379,-0.194467,0.117584,0.166805
1.851543,0.185275,-0.017341,-0.200619,0.116971,0.166592
1.901585,0.190138,-0.01833,-0.206822,0.11634,0.166377
1.951626,0.19498,-0.019346,-0.213076,0.115692,0.166159
2.001668,0.199801,-0.020389,-0.219385,0.115028,0.165939
2.05171,0.2046,-0.021459,-0.225749,0.114348,0.165718
2.101751,0.209376,-0.022556,-0.23217,0.11365,0.165495
2.151793,0.21413,-0.02368,-0.23865,0.112937,0.165271
2.201835,0.218861,-0.024831,-0.245192,0.112207,0.165045
2.251877,0.223568,-0.026009,-0.251797,0.11146,0.164819
2.301918,0.22825,-0.027213,-0.258467,0.110698,0.164593
2.35196,0.232908,-0.028445,-0.265204,0.109919,0.164366
2.402002,0.23754,-0.029703,-0.27201,0.109124,0.16414
2.452043,0.242146,-0.030988,-0.278887,0.108314,0.163914
2.502085,0.246726,-0.032299,-0.285837,0.107488,0.163689
2.552127,0.251279,-0.033637,-0.292862,0.106646,0.163465
2.602168,0.255805,-0.035002,-0.299964,0.105788,0.163243
2.65221,0.260303,-0.036393,-0.307146,0.104915,0.163022
2.702252,0.264772,-0.037811,-0.31441,0.104027,0.162804
2.752294,0.269213,-0.039255,-0.321757,0.103124,0.162588
2.802335,0.273624,-0.040725,-0.32919,0.102206,0.162375
2.852377,0.278006,-0.042222,-0.336711,0.101273,0.162165
2.902419,0.282357,-0.043745,-0.344322,0.100325,0.161958
2.95246,0.286678,-0.045295,-0.352026,0.099363,0.161756
3.002502,0.290967,-0.04687,-0.359825,0.098387,0.161558
3.052544,0.295225,-0.048472,-0.367722,0.097397,0.161364
3.102585,0.29945,-0.0501,-0.375718,0.096393,0.161175
3.152627,0.303643,-0.051754,-0.383816,0.095375,0.160992
3.202669,0.307803,-0.053434,-0.392018,0.094344,0.160815
3.252711,0.31193,-0.05514,-0.400327,0.093299,0.160643
